misspecified,design,accuracy,stratified,n_scenarios,mean_patients,sd_across_scenarios,ci_lo,ci_hi,censored_frac,gap
True,SEEDA Plateau (ours),0.0,True,3,21.0,0.0,21.0,21.0,0.0,4.0
True,SEEDA Plateau (ours),0.1,True,3,24.0,0.0,24.0,24.0,0.0,4.0
True,SEEDA Plateau (ours),0.2,True,3,27.0,0.0,27.0,27.0,0.0,4.0
True,SEEDA Plateau (ours),0.3,True,3,30.0,0.0,30.0,30.0,0.0,4.0
True,SEEDA Plateau (ours),0.4,True,3,33.0,0.0,33.0,33.0,0.0,4.0
True,SEEDA Plateau (ours),0.5,True,3,36.0,0.0,36.0,36.0,0.0,4.0
True,SEEDA Plateau (ours),0.6,True,3,39.0,0.0,39.0,39.0,0.0,4.0
True,SEEDA Plateau (ours),0.7,True,3,42.0,0.0,42.0,42.0,0.0,4.0
True,SEEDA Plateau (ours),0.8,True,3,47.0,3.4641016151377544,45.0,51.0,0.0,4.0
True,SEEDA Plateau (ours),0.9,True,3,324.0,239.02301144450507,48.0,462.0,0.6666666666666666,4.0
True,SEEDA Plateau (fixed),0.0,True,3,21.0,0.0,21.0,21.0,0.0,4.0
True,SEEDA Plateau (fixed),0.1,True,3,24.0,0.0,24.0,24.0,0.0,4.0
True,SEEDA Plateau (fixed),0.2,True,3,27.0,0.0,27.0,27.0,0.0,4.0
True,SEEDA Plateau (fixed),0.3,True,3,30.0,0.0,30.0,30.0,0.0,4.0
True,SEEDA Plateau (fixed),0.4,True,3,33.0,0.0,33.0,33.0,0.0,4.0
True,SEEDA Plateau (fixed),0.5,True,3,36.0,0.0,36.0,36.0,0.0,4.0
True,SEEDA Plateau (fixed),0.6,True,3,39.0,0.0,39.0,39.0,0.0,4.0
True,SEEDA Plateau (fixed),0.7,True,3,42.0,0.0,42.0,42.0,0.0,4.0
True,SEEDA Plateau (fixed),0.8,True,3,45.0,0.0,45.0,45.0,0.0,4.0
True,SEEDA Plateau (fixed),0.9,True,3,48.0,0.0,48.0,48.0,0.0,4.0
False,UCB,0.0,True,1,21.0,0.0,21.0,21.0,0.0,4.0
False,UCB,0.1,True,1,168.0,0.0,168.0,168.0,1.0,4.0
False,UCB,0.2,True,1,183.0,0.0,183.0,183.0,0.0,4.0
False,UCB,0.3,True,1,456.0,0.0,456.0,456.0,1.0,4.0
False,UCB,0.4,True,1,456.0,0.0,456.0,456.0,1.0,4.0
False,UCB,0.5,True,1,456.0,0.0,456.0,456.0,1.0,4.0
False,UCB,0.6,True,1,456.0,0.0,456.0,456.0,1.0,4.0
False,UCB,0.7,True,1,456.0,0.0,456.0,456.0,1.0,4.0
False,UCB,0.8,True,1,456.0,0.0,456.0,456.0,1.0,4.0
False,UCB,0.9,True,1,456.0,0.0,456.0,456.0,1.0,4.0
False,SEEDA,0.0,True,1,21.0,0.0,21.0,21.0,0.0,4.0
False,SEEDA,0.1,True,1,30.0,0.0,30.0,30.0,0.0,4.0
False,SEEDA,0.2,True,1,207.0,0.0,207.0,207.0,1.0,4.0
False,SEEDA,0.3,True,1,462.0,0.0,462.0,462.0,1.0,4.0
False,SEEDA,0.4,True,1,462.0,0.0,462.0,462.0,1.0,4.0
False,SEEDA,0.5,True,1,462.0,0.0,462.0,462.0,1.0,4.0
False,SEEDA,0.6,True,1,462.0,0.0,462.0,462.0,1.0,4.0
False,SEEDA,0.7,True,1,462.0,0.0,462.0,462.0,1.0,4.0
False,SEEDA,0.8,True,1,462.0,0.0,462.0,462.0,1.0,4.0
False,SEEDA,0.9,True,1,462.0,0.0,462.0,462.0,1.0,4.0
False,SEEDA Plateau,0.0,True,1,21.0,0.0,21.0,21.0,0.0,4.0
False,SEEDA Plateau,0.1,True,1,456.0,0.0,456.0,456.0,1.0,4.0
False,SEEDA Plateau,0.2,True,1,456.0,0.0,456.0,456.0,1.0,4.0
False,SEEDA Plateau,0.3,True,1,456.0,0.0,456.0,456.0,1.0,4.0
False,SEEDA Plateau,0.4,True,1,456.0,0.0,456.0,456.0,1.0,4.0
False,SEEDA Plateau,0.5,True,1,456.0,0.0,456.0,456.0,1.0,4.0
False,SEEDA Plateau,0.6,True,1,456.0,0.0,456.0,456.0,1.0,4.0
False,SEEDA Plateau,0.7,True,1,456.0,0.0,456.0,456.0,1.0,4.0
False,SEEDA Plateau,0.8,True,1,456.0,0.0,456.0,456.0,1.0,4.0
False,SEEDA Plateau,0.9,True,1,456.0,0.0,456.0,456.0,1.0,4.0
False,SEEDA Plateau (ours),0.0,True,1,21.0,0.0,21.0,21.0,0.0,4.0
False,SEEDA Plateau (ours),0.1,True,1,24.0,0.0,24.0,24.0,0.0,4.0
False,SEEDA Plateau (ours),0.2,True,1,27.0,0.0,27.0,27.0,0.0,4.0
False,SEEDA Plateau (ours),0.3,True,1,30.0,0.0,30.0,30.0,0.0,4.0
False,SEEDA Plateau (ours),0.4,True,1,33.0,0.0,33.0,33.0,0.0,4.0
False,SEEDA Plateau (ours),0.5,True,1,36.0,0.0,36.0,36.0,0.0,4.0
False,SEEDA Plateau (ours),0.6,True,1,39.0,0.0,39.0,39.0,0.0,4.0
False,SEEDA Plateau (ours),0.7,True,1,48.0,0.0,48.0,48.0,0.0,4.0
False,SEEDA Plateau (ours),0.8,True,1,465.0,0.0,465.0,465.0,1.0,4.0
False,SEEDA Plateau (ours),0.9,True,1,465.0,0.0,465.0,465.0,1.0,4.0
False,SEEDA Plateau (fixed),0.0,True,1,21.0,0.0,21.0,21.0,0.0,4.0
False,SEEDA Plateau (fixed),0.1,True,1,24.0,0.0,24.0,24.0,0.0,4.0
False,SEEDA Plateau (fixed),0.2,True,1,27.0,0.0,27.0,27.0,0.0,4.0
False,SEEDA Plateau (fixed),0.3,True,1,30.0,0.0,30.0,30.0,0.0,4.0
False,SEEDA Plateau (fixed),0.4,True,1,33.0,0.0,33.0,33.0,0.0,4.0
False,SEEDA Plateau (fixed),0.5,True,1,36.0,0.0,36.0,36.0,0.0,4.0
False,SEEDA Plateau (fixed),0.6,True,1,39.0,0.0,39.0,39.0,0.0,4.0
False,SEEDA Plateau (fixed),0.7,True,1,42.0,0.0,42.0,42.0,0.0,4.0
False,SEEDA Plateau (fixed),0.8,True,1,45.0,0.0,45.0,45.0,0.0,4.0
False,SEEDA Plateau (fixed),0.9,True,1,66.0,0.0,66.0,66.0,0.0,4.0
